Filename,HiF,LoF,Call Quality,Timestamp,MonitoringNight,Species Manual ID,SppAccp,#Maj,#Accp,~Spp,1st,2nd,3rd,4th,Fc mean,Fc StdDev,Dur mean,Dur StdDev,calls/sec,mean HiFreq,mean LoFreq,mean UpprSlp,mean LwrSlp,mean TotalSlp,mean PrecedingIntvl,ParentDir,NextDirUp,FileLength(sec),Version,AccpQuality,Max#CallsConsidered
3-05_SM42-20190708_201058.wav,,1,0,2019-07-08T20:10:58-07:00,7/8/19,TWBA,Tabr,13,14,,Tabr,Epfu,,,26.71,0.82,12.38,1.79,4.18,31.13,25.97,0.73,0.35,0.48,239,3_05,S3_Summer,9.2,4.2,0.8,16
3-05_SM42-20190708_201119.wav,,,0,2019-07-08T20:11:19-07:00,7/8/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,3_05,S3_Summer,0,0,0.8,0
3-05_SM42-20190708_201339.wav,1,,0,2019-07-08T20:13:39-07:00,7/8/19,TWBA,Pahe,16,16,,Pahe,,,,44.02,0.47,6.97,0.48,5.9,47.46,43.67,1.37,0.36,0.7,169.62,3_05,S3_Summer,9.28,4.2,0.8,16
3-05_SM42-20190708_201413.wav,,1,0,2019-07-08T20:14:13-07:00,7/8/19,NOID,Tabr,2,2,,Tabr,,,,27.91,0.22,12.69,1.16,4.7,29.8,27.46,0.44,0.18,0.22,212.68,3_05,S3_Summer,3.12,4.2,0.8,16
3-05_SM42-20190708_201425.wav,,1,0,2019-07-08T20:14:25-07:00,7/8/19,TWBA,Tabr,6,6,,Tabr,,,,29.15,1.01,11,1.12,3.81,35.87,27.82,2.19,0.49,0.81,262.14,3_05,S3_Summer,12.25,4.2,0.8,16
3-05_SM42-20190708_201451.wav,1,,0,2019-07-08T20:14:51-07:00,7/8/19,TWBA,Pahe,15,15,,Pahe,,,,45.65,0.85,5.88,0.57,7.03,58.17,45.06,7.5,1.06,1.82,142.2,3_05,S3_Summer,10.78,4.2,0.8,16
3-05_SM42-20190708_201519.wav,,1,0,2019-07-08T20:15:19-07:00,7/8/19,NOID,Tabr,3,3,,Tabr,,,,24.51,0.22,13.87,0.47,3.08,25.54,23.92,0.15,0.15,0.13,324.52,3_05,S3_Summer,2.01,4.2,0.8,16
3-05_SM42-20190708_201536.wav,,1,0,2019-07-08T20:15:36-07:00,7/8/19,NOID,Tabr,3,3,,Tabr,,,,25.4,0.86,14.15,0.68,4.56,27.98,24.22,0.37,0.28,0.31,219.35,3_05,S3_Summer,2.87,4.2,0.8,16
3-05_SM42-20190708_201549.wav,,1,0,2019-07-08T20:15:49-07:00,7/8/19,NOID,Tabr,3,3,,Tabr,,,,26.09,0.65,11.57,1.51,6.27,29.83,25.47,0.71,0.43,0.49,159.51,3_05,S3_Summer,3.28,4.2,0.8,16
3-05_SM42-20190708_201721.wav,,1,0,2019-07-08T20:17:21-07:00,7/8/19,NOID,Tabr,3,3,,Tabr,,,,26.72,0.14,12.57,1.29,2.86,27.85,26.02,0.34,0.06,0.12,350.13,3_05,S3_Summer,3.94,4.2,0.8,16
3-05_SM42-20190708_201754.wav,,1,0,2019-07-08T20:17:54-07:00,7/8/19,TWBA,Tabr,5,5,,Tabr,,,,26.52,0.63,13.55,1.29,2.66,28.83,25.52,0.68,0.17,0.26,375.38,3_05,S3_Summer,4.96,4.2,0.8,16
3-05_SM42-20190708_201802.wav,,1,0,2019-07-08T20:18:02-07:00,7/8/19,NOID,Tabr,2,2,,Tabr,,,,26.63,0.63,13.02,2.23,4.48,28.47,25.65,0.38,0.14,0.21,223.01,3_05,S3_Summer,2.23,4.2,0.8,16
3-05_SM42-20190708_201808.wav,,1,0,2019-07-08T20:18:08-07:00,7/8/19,TWBA,Tabr,5,5,,Tabr,,,,26.83,1.61,12.67,2.54,4.26,31.35,25.04,1.67,0.32,0.69,234.78,3_05,S3_Summer,4.38,4.2,0.8,16
3-05_SM42-20190708_201814.wav,,1,0,2019-07-08T20:18:14-07:00,7/8/19,TWBA,Tabr,13,13,,Tabr,,,,26.51,0.68,12.55,1.14,5.57,29.06,25.76,0.66,0.2,0.29,179.52,3_05,S3_Summer,7.35,4.2,0.8,16
3-05_SM42-20190708_201823.wav,,1,0,2019-07-08T20:18:23-07:00,7/8/19,TWBA,Tabr,16,16,,Tabr,,,,27.34,0.83,13.76,1.14,4.49,31.34,24.9,1.12,0.29,0.43,222.77,3_05,S3_Summer,15,4.2,0.8,16
3-05_SM42-20190708_201840.wav,,1,0,2019-07-08T20:18:40-07:00,7/8/19,TWBA,Tabr,15,15,,Tabr,,,,26.68,0.94,12.82,1.57,4.34,31.42,25.39,1.08,0.34,0.52,230.33,3_05,S3_Summer,9.45,4.2,0.8,16
3-05_SM42-20190708_201954.wav,,1,0,2019-07-08T20:19:54-07:00,7/8/19,NOID,Tabr,2,2,,Tabr,,,,27.98,0.08,12.04,0.24,4.47,33.24,26.53,1.68,0.41,0.57,223.59,3_05,S3_Summer,3.43,4.2,0.8,16
3-05_SM42-20190708_202004.wav,,1,0,2019-07-08T20:20:04-07:00,7/8/19,TWBA,Tabr,13,13,,Tabr,,,,25.86,0.82,13.84,1.61,4.49,27.53,24.65,0.32,0.14,0.19,222.65,3_05,S3_Summer,6.39,4.2,0.8,16
3-05_SM42-20190708_202021.wav,,1,0,2019-07-08T20:20:21-07:00,7/8/19,NOID,Tabr,3,4,,Tabr,Laxa,,,29.32,1.01,12.6,1.48,3.34,29.6,27.61,0.43,0.11,0.15,299.57,3_05,S3_Summer,5.64,4.2,0.8,16
3-05_SM42-20190708_202033.wav,,1,0,2019-07-08T20:20:33-07:00,7/8/19,TWBA,Tabr,5,5,,Tabr,,,,28,0.58,14.78,1.36,3.63,30.91,26.48,0.72,0.19,0.27,275.79,3_05,S3_Summer,3.96,4.2,0.8,16
3-05_SM42-20190708_202044.wav,,1,0,2019-07-08T20:20:44-07:00,7/8/19,TWBA,Tabr,9,10,,Tabr,Laxa,,,28.24,0.9,13.37,1.65,2.76,32.06,26.35,1.19,0.25,0.38,362.11,3_05,S3_Summer,10.55,4.2,0.8,16
3-05_SM42-20190708_202056.wav,,1,0,2019-07-08T20:20:56-07:00,7/8/19,TWBA,Tabr,4,4,,Tabr,,,,29.6,1.95,11.31,1.71,6.63,38.13,27.61,2.6,0.49,0.95,150.76,3_05,S3_Summer,6.04,4.2,0.8,16
3-05_SM42-20190708_202105.wav,,,0,2019-07-08T20:21:05-07:00,7/8/19,NOID,,,,,,,,,,,,,8.72,42.81,32.28,2.34,0.82,1.34,114.61,3_05,S3_Summer,2.01,4.2,0.8,16
3-05_SM42-20190708_202110.wav,,1,0,2019-07-08T20:21:10-07:00,7/8/19,NOID,Tabr,3,3,,Tabr,,,,28.19,0.57,12.03,1.58,4.96,29.31,27.44,0.25,0.17,0.19,201.48,3_05,S3_Summer,3.28,4.2,0.8,16
