Filename,HiF,LoF,Call Quality,Timestamp,MonitoringNight,Species Manual ID,SppAccp,#Maj,#Accp,~Spp,1st,2nd,3rd,4th,Fc mean,Fc StdDev,Dur mean,Dur StdDev,calls/sec,mean HiFreq,mean LoFreq,mean UpprSlp,mean LwrSlp,mean TotalSlp,mean PrecedingIntvl,ParentDir,NextDirUp,FileLength(sec),Version,AccpQuality,Max#CallsConsidered
1-05_SM42-20190722_201914.wav,,,0,2019-07-22T20:19:14-07:00,7/22/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,1_05,S3_Summer,0,0,0.8,0
1-05_SM42-20190722_202128.wav,,,0,2019-07-22T20:21:28-07:00,7/22/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,1_05,S3_Summer,0,0,0.8,0
1-05_SM42-20190722_202212.wav,,,0,2019-07-22T20:22:12-07:00,7/22/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,1_05,S3_Summer,0,0,0.8,0
1-05_SM42-20190722_203607.wav,,,0,2019-07-22T20:36:07-07:00,7/22/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,1_05,S3_Summer,0,0,0.8,0
1-05_SM42-20190722_204157.wav,,1,0,2019-07-22T20:41:57-07:00,7/22/19,NOID,,1,2,Tabr/Epfu,Epfu,Tabr,,,25.62,0.78,10.87,2.26,10.22,38.33,23.53,2.64,0.83,1.37,97.85,1_05,S3_Summer,4.26,4.2,0.8,16
1-05_SM42-20190722_204226.wav,,,0,2019-07-22T20:42:26-07:00,7/22/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,1_05,S3_Summer,0,0,0.8,0
1-05_SM42-20190722_204236.wav,,,0,2019-07-22T20:42:36-07:00,7/22/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,1_05,S3_Summer,0,0,0.8,0
1-05_SM42-20190722_205255.wav,,,0,2019-07-22T20:52:55-07:00,7/22/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,1_05,S3_Summer,0,0,0.8,0
1-05_SM42-20190722_211224.wav,,,0,2019-07-22T21:12:24-07:00,7/22/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,1_05,S3_Summer,0,0,0.8,0
1-05_SM42-20190722_213931.wav,,,0,2019-07-22T21:39:31-07:00,7/22/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,1_05,S3_Summer,0,0,0.8,0
1-05_SM42-20190722_214740.wav,,,0,2019-07-22T21:47:40-07:00,7/22/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,1_05,S3_Summer,0,0,0.8,0
1-05_SM42-20190722_215041.wav,,,0,2019-07-22T21:50:41-07:00,7/22/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,1_05,S3_Summer,0,0,0.8,0
1-05_SM42-20190722_222055.wav,,,0,2019-07-22T22:20:55-07:00,7/22/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,1_05,S3_Summer,0,0,0.8,0
1-05_SM42-20190722_222643.wav,,1,0,2019-07-22T22:26:43-07:00,7/22/19,NOID,Tabr,3,3,,Tabr,,,,24.25,0.5,14.03,1.01,1.29,26.98,22.98,0.41,0.2,0.27,776.06,1_05,S3_Summer,4.39,4.2,0.8,16
1-05_SM42-20190722_223823.wav,,1,0,2019-07-22T22:38:23-07:00,7/22/19,NOID,,3,3,Laxa,Laxa,,,,31.97,0.42,6.28,0.36,7.32,45.33,32.19,3.69,0.97,2.14,136.63,1_05,S3_Summer,5.6,4.2,0.8,16
1-05_SM42-20190722_224457.wav,1,,0,2019-07-22T22:44:57-07:00,7/22/19,TWBA,Myve,5,6,,Myve,Myci,,,40.04,0.93,5.13,0.61,3.31,62.25,38.44,10.32,2.59,4.29,301.94,1_05,S3_Summer,5.83,4.2,0.8,16
1-05_SM42-20190722_225543.wav,1,,1,2019-07-22T22:55:43-07:00,7/22/19,PAHE,Pahe,8,8,,Pahe,,,,44.22,0.5,6.3,0.31,4.15,45.88,43.8,0.41,0.38,0.4,240.72,1_05,S3_Summer,4.41,4.2,0.8,16
1-05_SM42-20190722_230434.wav,1,,0,2019-07-22T23:04:34-07:00,7/22/19,NOID,,,,,,,,,42.27,0.8,3.17,0.45,13.16,57.26,39.63,9.68,2.76,5.44,75.97,1_05,S3_Summer,5.68,4.2,0.8,16
1-05_SM42-20190722_231036.wav,,1,0,2019-07-22T23:10:36-07:00,7/22/19,TWBA,Tabr,5,5,,Tabr,,,,21.78,0.35,16.33,1.16,1.9,22.45,21.38,0.05,0.04,0.04,526.92,1_05,S3_Summer,3.32,4.2,0.8,16
1-05_SM42-20190722_231059.wav,,1,0,2019-07-22T23:10:59-07:00,7/22/19,TWBA,Tabr,7,7,,Tabr,,,,23.19,0.29,14.39,1.46,3.14,25.95,21.76,0.34,0.25,0.28,318.04,1_05,S3_Summer,5.09,4.2,0.8,16
1-05_SM42-20190722_231133.wav,1,,0,2019-07-22T23:11:33-07:00,7/22/19,TWBA,Pahe,9,9,,Pahe,,,,43.24,0.98,6.26,1.13,4.93,46.78,42.76,1.42,0.5,0.75,202.95,1_05,S3_Summer,6.36,4.2,0.8,16
1-05_SM42-20190722_231214.wav,,1,2,2019-07-22T23:12:14-07:00,7/22/19,COTO,Nysp,12,15,,Nysp,Coto,,,22.17,1.42,7.03,0.73,7.96,37.93,20.35,2.65,2.46,2.6,125.55,1_05,S3_Summer,6.8,4.2,0.8,16
1-05_SM42-20190722_232124.wav,1,,1,2019-07-22T23:21:24-07:00,7/22/19,MYVE,Myve,11,14,,Myve,Tabr,Labl,,38.27,1.28,6.83,1.34,7.68,69.61,36.39,11.54,2.49,4.48,130.16,1_05,S3_Summer,9.18,4.2,0.8,16
1-05_SM42-20190722_232340.wav,,1,0,2019-07-22T23:23:40-07:00,7/22/19,NOID,,1,2,Laxa/Tabr,Tabr,Laxa,,,28.56,2.94,13.17,7.01,3.43,30.37,28.37,0.34,0.19,0.26,291.71,1_05,S3_Summer,2.88,4.2,0.8,16
1-05_SM42-20190722_232955.wav,1,,0,2019-07-22T23:29:55-07:00,7/22/19,NOID,,,,,,,,,41.3,0.44,3.44,0.44,15.72,60.58,38.22,12.4,3.49,6.23,63.59,1_05,S3_Summer,4.06,4.2,0.8,16
1-05_SM42-20190722_234634.wav,,,0,2019-07-22T23:46:34-07:00,7/22/19,NOID,,,,,,,,,,,,,Inf,,,,,,,1_05,S3_Summer,0,0,0.8,0
1-05_SM42-20190722_235712.wav,,,0,2019-07-22T23:57:12-07:00,7/22/19,NOID,,,,,,,,,,,,,Inf,,,,,,,1_05,S3_Summer,0,0,0.8,0
1-05_SM42-20190722_235840.wav,1,,0,2019-07-22T23:58:40-07:00,7/22/19,TWBA,Myve,9,9,,Myve,,,,42.44,0.79,5.6,0.89,9.14,69.13,40.34,12.48,2.77,4.84,109.41,1_05,S3_Summer,7.41,4.2,0.8,16
1-05_SM42-20190722_235929.wav,1,,0,2019-07-22T23:59:29-07:00,7/22/19,NOID,,3,3,Pahe,Pahe,,,,44.22,0.35,5.86,0.92,9.06,50.61,43.48,3.96,0.9,1.4,110.37,1_05,S3_Summer,2.09,4.2,0.8,16
1-05_SM42-20190722_235935.wav,1,,0,2019-07-22T23:59:35-07:00,7/22/19,TWBA,Pahe,14,14,,Pahe,,,,43.12,0.39,6.78,0.59,4.98,46.17,42.93,1.15,0.37,0.65,200.72,1_05,S3_Summer,5.22,4.2,0.8,16
1-05_SM42-20190722_235942.wav,,1,0,2019-07-22T23:59:42-07:00,7/22/19,TWBA,Tabr,5,6,,Tabr,Laci,,,21.2,1,15.05,2.76,2.5,26.07,20.35,0.96,0.22,0.39,399.89,1_05,S3_Summer,5.22,4.2,0.8,16
