Filename,HiF,LoF,Call Quality,Timestamp,MonitoringNight,Species Manual ID,SppAccp,#Maj,#Accp,~Spp,1st,2nd,3rd,4th,Fc mean,Fc StdDev,Dur mean,Dur StdDev,calls/sec,mean HiFreq,mean LoFreq,mean UpprSlp,mean LwrSlp,mean TotalSlp,mean PrecedingIntvl,ParentDir,NextDirUp,FileLength(sec),Version,AccpQuality,Max#CallsConsidered
5-06_SM42-20190422_192949.wav,,1,0,2019-04-22T19:29:49-07:00,4/22/19,NOBA,,1,2,Laci/Tabr,Tabr,Laci,,,21.75,0.01,10.97,2.76,39.42,21.95,20.87,0.01,0.01,0.01,25.37,5_06,S2_Spring,4.3,4.2,0.8,16
5-06_SM42-20190422_204202.wav,,1,1,2019-04-22T20:42:02-07:00,4/22/19,TABR,Tabr,6,6,,Tabr,,,,22.24,0.03,14.1,0.53,2.03,22.58,21.49,0.03,0.06,0.04,493.82,5_06,S2_Spring,3.54,4.2,0.8,16
5-06_SM42-20190422_205008.wav,,,0,2019-04-22T20:50:08-07:00,4/22/19,NOID,,,,,,,,,,,,,Inf,,,,,,,5_06,S2_Spring,0,0,0.8,0
5-06_SM42-20190422_205239.wav,,,0,2019-04-22T20:52:39-07:00,4/22/19,NOID,,,,,,,,,,,,,2.81,31.31,29,0.33,0.25,0.27,356.27,5_06,S2_Spring,5.03,4.2,0.8,16
5-06_SM42-20190422_210309.wav,,1,0,2019-04-22T21:03:09-07:00,4/22/19,NOID,,3,4,Laxa,Laxa,Anpa,,,31.78,1.38,8.03,2.55,8.56,51.61,31.54,8.19,1.43,2.86,116.83,5_06,S2_Spring,7.92,4.2,0.8,16
5-06_SM42-20190422_210955.wav,,1,0,2019-04-22T21:09:55-07:00,4/22/19,NOID,,2,2,Laxa,Laxa,,,,32.86,0.7,4.86,1.96,5.22,37.85,32.37,1.62,0.76,1.36,191.5,5_06,S2_Spring,8.34,4.2,0.8,16
5-06_SM42-20190422_211348.wav,,1,0,2019-04-22T21:13:48-07:00,4/22/19,NOID,Tabr,3,4,,Tabr,Nysp,,,23.03,2.63,13.85,3.91,9.9,27.72,20.62,1.08,0.45,0.46,101.03,5_06,S2_Spring,2,4.2,0.8,16
5-06_SM42-20190422_211949.wav,,,0,2019-04-22T21:19:49-07:00,4/22/19,NOID,,,,,,,,,,,,,Inf,,,,,,,5_06,S2_Spring,0,0,0.8,0
5-06_SM42-20190422_212539.wav,,1,0,2019-04-22T21:25:39-07:00,4/22/19,APPH,Laxa,5,5,,Laxa,,,,37.09,2.42,4.42,1.65,6.28,52.56,35.96,8.86,1.67,4.48,159.24,5_06,S2_Spring,12.43,4.2,0.8,16
5-06_SM42-20190422_213053.wav,,1,0,2019-04-22T21:30:53-07:00,4/22/19,TWBA,Tabr,13,13,,Tabr,,,,22.86,0.65,12.73,1.45,2,24.11,22.4,0.24,0.11,0.16,499.97,5_06,S2_Spring,9.68,4.2,0.8,16
5-06_SM42-20190422_215036.wav,1,1,2,2019-04-22T21:50:36-07:00,4/22/19,LAXA,Laxa,6,8,,Laxa,Tabr,,,30.96,2.18,9.98,3.68,2.15,33.4,30.29,0.55,0.3,0.47,465.55,5_06,S2_Spring,11.78,4.2,0.8,16
5-06_SM42-20190422_224019.wav,,1,0,2019-04-22T22:40:19-07:00,4/22/19,TWBA,Tabr,12,12,,Tabr,,,,26.84,1.37,11.01,2.26,4.95,37.56,23.68,2.67,0.69,1.73,202.21,5_06,S2_Spring,9.48,4.2,0.8,16
5-06_SM42-20190423_005112.wav,,1,0,2019-04-23T00:51:12-07:00,4/22/19,TWBA,Tabr,14,14,,Tabr,,,,24.8,0.83,11.44,1.25,3.57,28.94,21.98,0.88,0.4,0.59,279.78,5_06,S2_Spring,11.69,4.2,0.8,16
5-06_SM42-20190423_005416.wav,,1,0,2019-04-23T00:54:16-07:00,4/22/19,TWBA,Tabr,8,8,,Tabr,,,,27.84,1.11,12.24,0.96,4.41,32.4,26.37,1.06,0.32,0.48,226.67,5_06,S2_Spring,4.88,4.2,0.8,16
