Filename,HiF,LoF,Call Quality,Timestamp,MonitoringNight,Species Manual ID,SppAccp,#Maj,#Accp,~Spp,1st,2nd,3rd,4th,Fc mean,Fc StdDev,Dur mean,Dur StdDev,calls/sec,mean HiFreq,mean LoFreq,mean UpprSlp,mean LwrSlp,mean TotalSlp,mean PrecedingIntvl,ParentDir,NextDirUp,FileLength(sec),Version,AccpQuality,Max#CallsConsidered
2-05_SM42-20190114_174424.wav,,,0,2019-01-14T17:44:24-07:00,1/14/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,2_05,S1_Winter,0,0,0.8,0
2-05_SM42-20190114_174440.wav,,,0,2019-01-14T17:44:40-07:00,1/14/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,2_05,S1_Winter,0,0,0.8,0
2-05_SM42-20190114_175629.wav,,,0,2019-01-14T17:56:29-07:00,1/14/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,2_05,S1_Winter,0,0,0.8,0
2-05_SM42-20190114_180748.wav,,1,2,2019-01-14T18:07:48-07:00,1/14/19,TABR,Tabr,4,4,,Tabr,,,,23.26,0.13,14.07,0.73,2.68,23.45,23.02,0.02,0.03,0.02,373.01,2_05,S1_Winter,6.99,4.2,0.8,16
2-05_SM42-20190114_180853.wav,,,0,2019-01-14T18:08:53-07:00,1/14/19,NOID,,1,1,Tabr/,Tabr,,,,22.58,,16.19,,3.96,22.83,22.2,0,0.03,0.03,252.79,2_05,S1_Winter,3.4,4.2,0.8,16
2-05_SM42-20190114_180904.wav,,1,1,2019-01-14T18:09:04-07:00,1/14/19,TABR,Tabr,2,2,,Tabr,,,,23.04,0.26,14.56,0.26,2.09,23.32,22.73,0.03,0.12,0.04,477.89,2_05,S1_Winter,4.37,4.2,0.8,16
2-05_SM42-20190114_181516.wav,,1,0,2019-01-14T18:15:16-07:00,1/14/19,APPH,Tabr,7,7,,Tabr,,,,23.31,0.42,13.66,2.51,3.43,23.88,22.89,0.1,0.05,0.07,291.37,2_05,S1_Winter,7.01,4.2,0.8,16
2-05_SM42-20190114_191712.wav,1,,2,2019-01-14T19:17:12-07:00,1/14/19,MYCA,,,,,,,,,49.12,4.04,1.94,0.08,13.96,74.21,45.3,23.73,9.18,16.38,71.65,2_05,S1_Winter,3.52,4.2,0.8,16
2-05_SM42-20190114_191722.wav,1,,2,2019-01-14T19:17:22-07:00,1/14/19,MYCI,,2,3,Chme/Myci,Chme,Myci,,,46.01,1.34,2.49,0.4,11.51,84.72,43.42,31.24,11.17,17.64,86.86,2_05,S1_Winter,7.11,4.2,0.8,16
2-05_SM42-20190114_211241.wav,,,0,2019-01-14T21:12:41-07:00,1/14/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,2_05,S1_Winter,0,0,0.8,0
2-05_SM42-20190114_211246.wav,,,0,2019-01-14T21:12:46-07:00,1/14/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,2_05,S1_Winter,0,0,0.8,0
2-05_SM42-20190114_225716.wav,,,0,2019-01-14T22:57:16-07:00,1/14/19,NOID,,,,,,,,,,,,,Inf,,,,,,,2_05,S1_Winter,0,0,0.8,0
2-05_SM42-20190114_225723.wav,,1,0,2019-01-14T22:57:23-07:00,1/14/19,NOID,,2,2,Laci,Laci,,,,19.78,0.25,14.49,0.14,3.65,23.1,17.92,0.71,0.33,0.42,273.67,2_05,S1_Winter,4.28,4.2,0.8,16
2-05_SM42-20190114_225730.wav,,1,0,2019-01-14T22:57:30-07:00,1/14/19,NOID,Laci,13,14,,Laci,Tabr,,,19.77,0.37,14.86,0.77,3.48,23.97,17.98,0.82,0.35,0.47,287.28,2_05,S1_Winter,10.78,4.2,0.8,16
2-05_SM42-20190114_230400.wav,,,0,2019-01-14T23:04:00-07:00,1/14/19,NOID,,,,,,,,,,,,,Inf,,,,,,,2_05,S1_Winter,0,0,0.8,0
2-05_SM42-20190114_230423.wav,,,0,2019-01-14T23:04:23-07:00,1/14/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,2_05,S1_Winter,0,0,0.8,0
2-05_SM42-20190114_230441.wav,,,0,2019-01-14T23:04:41-07:00,1/14/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,2_05,S1_Winter,0,0,0.8,0
2-05_SM42-20190114_230918.wav,,,0,2019-01-14T23:09:18-07:00,1/14/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,2_05,S1_Winter,0,0,0.8,0
2-05_SM42-20190114_231929.wav,,,0,2019-01-14T23:19:29-07:00,1/14/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,2_05,S1_Winter,0,0,0.8,0
2-05_SM42-20190114_232103.wav,,,0,2019-01-14T23:21:03-07:00,1/14/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,2_05,S1_Winter,0,0,0.8,0
2-05_SM42-20190114_232113.wav,,,0,2019-01-14T23:21:13-07:00,1/14/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,2_05,S1_Winter,0,0,0.8,0
