Filename,HiF,LoF,Call Quality,Timestamp,MonitoringNight,Species Manual ID,SppAccp,#Maj,#Accp,~Spp,1st,2nd,3rd,4th,Fc mean,Fc StdDev,Dur mean,Dur StdDev,calls/sec,mean HiFreq,mean LoFreq,mean UpprSlp,mean LwrSlp,mean TotalSlp,mean PrecedingIntvl,ParentDir,NextDirUp,FileLength(sec),Version,AccpQuality,Max#CallsConsidered
2-04_SM42-20190211_183101.wav,,,0,2019-02-11T18:31:01-07:00,2/11/19,NOBA,,,,,,,,,,,,,Inf,,,,,,,2_04,S1_Winter,0,0,0.8,0
2-04_SM42-20190211_183818.wav,,1,0,2019-02-11T18:38:18-07:00,2/11/19,NOID,Tabr,2,2,,Tabr,,,,20.86,0.34,16.82,1.8,1.09,21.08,20.53,0.02,0.05,0.02,919.44,2_04,S1_Winter,3.02,4.2,0.8,16
2-04_SM42-20190211_184502.wav,,1,1,2019-02-11T18:45:02-07:00,2/11/19,TABR,Tabr,4,4,,Tabr,,,,21.03,0.56,14.28,2.09,1.27,21.31,20.71,0.02,0.04,0.02,788.13,2_04,S1_Winter,3.52,4.2,0.8,16
2-04_SM42-20190211_184507.wav,,1,0,2019-02-11T18:45:07-07:00,2/11/19,NOID,Tabr,2,2,,Tabr,,,,20.29,0.28,16.58,1.32,0.78,20.55,19.94,0.09,0.02,0.02,1288.5,2_04,S1_Winter,3.88,4.2,0.8,16
2-04_SM42-20190211_184955.wav,,1,0,2019-02-11T18:49:55-07:00,2/11/19,APPH,,4,11,Nysp/Anpa/Idph/Laci,Nysp,Anpa,Idph,Laci,17.14,1.12,12.52,6.12,3.67,29.72,15.21,3.64,1.14,1.74,272.34,2_04,S1_Winter,10.45,4.2,0.8,16
2-04_SM42-20190211_185007.wav,,,0,2019-02-11T18:50:07-07:00,2/11/19,NOID,,,,,,,,,,,,,Inf,,,,,,,2_04,S1_Winter,0,0,0.8,0
2-04_SM42-20190211_185044.wav,,,0,2019-02-11T18:50:44-07:00,2/11/19,NOID,,,,,,,,,,,,,1.86,16.49,15.26,0.13,0.05,0.07,537.8,2_04,S1_Winter,6.85,4.2,0.8,16
2-04_SM42-20190211_185053.wav,,,0,2019-02-11T18:50:53-07:00,2/11/19,NOID,,,,,,,,,,,,,Inf,,,,,,,2_04,S1_Winter,3.51,4.2,0.8,16
2-04_SM42-20190211_185111.wav,,,0,2019-02-11T18:51:11-07:00,2/11/19,NOID,,,,,,,,,,,,,Inf,,,,,,,2_04,S1_Winter,0,0,0.8,0
2-04_SM42-20190211_185152.wav,,,0,2019-02-11T18:51:52-07:00,2/11/19,APPH,,,,,,,,,,,,,0.8,20.16,16.8,0.8,0.34,0.49,1245.71,2_04,S1_Winter,4.82,4.2,0.8,16
